project_id,project_name,display_name,transaction_count,active_days,is_eligible
Mz8CrNY0WkLvfprgbX05gcBoVGSKWRmDGalkLmm6FdI=,0x5ced7d87c8959f87ad11da2c58751c19021a60085b99d298241d886d8d492fbd,Human Card,569,36,False
0p7OWaLm7xG2LzPO2eXFjdKL10K1SlmSAxNf5DVlFu4=,0xc2e04609aff7180e4a7698016772eafea7bee3a4caca2d06f1c671fecbc75e58,Rabbit Hole,553,153,False
gqAHXIAEt3c1wcx3zIvyc+StftbLzXh5j2GSHeePfBo=,0xa6e21a58b178cdfd073df12288b8edf761b595c2938b81c64e40c944a1403432,Spectra Finance,533,83,False
V/suAhRAvySclA1/X2Vqw3OEWpzJ2FA1ZzPtHa1156A=,0x1eeed44f5c5f5a2df23c2fb82d1c2e9d6c374ee54c2fa8509bdc0fc70a0ac5f3,according.work,470,59,False
RKXiQ+QWuPsIuoADOdKR8u5M0aV1ybzkcgt8oT70hcw=,0xae07bfec2c3c90937679f8c8c5c32e80407c09903aa03d1b5e5a075e67592b86,DefiLlama,461,165,False
E9yoTCB99+LE9wbUKkODvnBEt275ZlNATXDdKnFLQbQ=,0x5be59dc0909b4da309af49cd207bfd84aa172475abefdaa3bc8442625b723ec3,TAIKAI,456,85,False
usDyvf5/FbrSIBD+zIg7Gl4TGIe3HiKC7H8gXOLfNB0=,0x4243a08e8c46ffd7c6249ef02baf09b98dd2c086a25ddf76f723b82b3c93b71f,Virtualia Magazine,452,76,False
8Y5qG9yF+MFlTqxjDUfp0DOCIFutLjdvd6uwdZk+X2c=,0x5316b19c17eba417d70b924baa6a1c467b14069968424d14fcf1409f2a308873,Bored Town Launchpad,450,133,False
DtVwXJWrTCoDOBvAKGPNBzletnkkJ6IkO3Zub87ZmnM=,0x1f027e2e48331068f44b7f550ca4a111849adc6586ac868f0d2c3e419a787277,Cares Coin,447,107,False
BHCVXmuHTy888LTdyGzLOzGOLL1FEWGfrg+9DRJ/IDk=,0x303bdf48047c5bf63270ba77e996b1a4788b70a1851f297ec54b0571c086dbfc,Vudy,445,100,False
gsdS6IBEk8Q9DoxMTexanVBfgLI1UzAPsWaZh21PZBg=,0x0e5d90c5b5b75851d02f8286e78ed3b7af85d6920ca92a0f73cdc268fff185c0,Moshicam,358,79,False
ABg/cuOEimKBZQB78SAe+gSb+HJp5+Lkbhmd6yS7GIQ=,0x8ed34edc7cabf7915a0ecf9d362b4c683239e6155ea4d8dd74167ba0c0e82918,Seershub,314,51,False
dFKkAFx2bj1yplt1kgf9xP2IM77eKKmv0fHa0/0HCMQ=,0x21039fc8911d381c7127c9191d4e070f20cecea7959a14f07dcff1d733a8fe7f,BoulderTech,288,17,False
nhMMr9rP5ypIHMUWGQyw1KbNfIwumjGNAxcxir65biI=,0x1a071a609b8534e8345d1ba86db104969471a43c5c5b047105ba3b1a49de78a1,WillWe,281,25,False
ThRCV8Ih8YCsLe5ZOzwtjnSQ180Yl5GlIOXaFnYC9W0=,0x3c097ad526d2e56e51d548d0b73525d6445c3e988ef9a9c0ec13866cb980f982,BLOBz,280,38,False
htC9/ymmAzjie4TkCa70XfoLa4qfLs+8U5wz0ukdjnY=,0xddd8fe12e137d98708193e5149c564a8fa308ff576d65e00e28a60a4223b09f5,FairSharing,274,52,False
hle+N3YM5tghdfpBxLGwU6k4Bo8wDYIbcCehL36wclE=,0xb41e32621e56fbe7d89052f3c852ff70c6bfe21ba5a91910ef2fd548eb6e4e8a,Mintify,270,102,False
7t5tc5myq9pZPBoT8V9jFiJVpzN2NwDhf6PNsKgrlrA=,0xc7deacbdcba28f7d1126f681f1088783f3118d1912d573e63cd9db76c3a4ee3f,Yecho,221,62,False
LhmNJDpUL4rqmFhVZn3LA/7JHVuRJ56GF9HoGUUhzt0=,0xff350d81524a79a1062f5f4977b45406b822fb4f150ba5a8516b0edf876add0e,Hermes,220,66,False
GPkPw2+sHiMSo0u65ZfnIeqLYHIGvf+ZI+BtpSZG6KE=,0x5c76f623580566171af2a9553e8b7b230acc71aeb8829446d5eae2579ecda369,WebHash.com,201,69,False
GWdNcyHkzu7+xRMW80zhzqlB3ibFuu/eTa60/F1PHL4=,0x8b480f19bf914a4f811346b85a9410af55aa52622b745cbc46d4507c28838821,TITLES,189,56,False
PKmlaEluLkYuDogSGaxtlF03Bj/lcx97PZKsqXDzpHM=,0xa51357621c362e43b0d5c93d7f0ebadb039a6b5dfe746fc30f0b88723e035dd6,Basemint.io,187,18,False
I9s4JF4Xq4hWZ9kKevsPsUMtTVgWDJN1qVme/V1Ooe0=,0x93decae913f62c0a86519d0b0798e4a10c46c541bfc14dcff0193d6b026e9532,LlamaPay,181,58,False
OT6BoCbHARe67sVFlqmawsQ8TwY9/XU7UQ883w27OUE=,0xd9e0c75338d41d200ebe8d347cdedea7b648b38452aa45c9cd87bdebee726786,Guide DAO,178,93,False
rb2UtsHsdjrP44lrniVF9ja6m62SEPB0g39/O2m53U4=,0xb6a587b5b85b1c70847442e3b4a84cecfb55aedd286628a85fbb12770ceb7018,Travenesia,178,84,False
LLK6remJzmNWYHJv5LsqViPMz+6FR4LML+t1E9V62WQ=,0xdd5998cc29bcd164fe277beb1e64f1fb28390886bc736a218fca0369537c719f,Records.xyz,174,52,False
ujotQ1D+YnXHFVrSwoa3pj8b5jOvXNPF0rfALNIG5GI=,0xe95adf2385dce0a2d8117a410d0a9adcc40710da9cd6d5abdfcb66454a80e59b,tinyass unicorns,130,37,False
fnWnB7dEZYjjNxP75u4wLajmo3wZ2VFJ53Zv6NBESM4=,0xc9627399b5606969337a4ae917ae932fbaaeb71d56088b8ab546047ef3a7c941,Capypay,126,13,False
aNhyehLsAzSQBB7YpgCEMakacyYBkWYdTCGPZfx0k4A=,0xd9e05cb172f09b2388777f07807d40f8b5e90c0712d072f7a88ee4e25b64964d,Pizza People,108,61,False
qx72rDVYZBtYV8JcAa56RtqX97787gzLNVt0y/7spa4=,0x4f4fa67ebb9fdb2bff74bf6dc1cc5a64e3eaaa83e3e7b8126222d34ede2ba4ed,Hypersonic,94,14,False
e4JeGaBzw6CHRydNs3QnMkXPv7Wo3OfcEyhZJe07Vi8=,0x6a2d6c17f6f66daf85e58efd670bcce71d99b575c4be89fe271297735aa532fc,CritiqBase,73,8,False
iMLtNGxl570+RXnqdRC64uLu7ZtFLxImZ5Bj1zIEVls=,0x156641d6720964c32e4491c0deaf83a424ec3af5e7df8cc0c93a794e5205a7e0,Harvest.art,66,14,False
1pDkXILKn4NmPf9TA6r4kxfl559+aou5WbcHk6IOz+0=,0xb063c84db05563f1acdf02574561086ac93eeb60a137d3ff47b3277da3a4399d,PopCraft,51,1,False
tXGS6SGDHNL8TAhS+fj8+qzF7+FFbx0qJrdfVY2j62I=,0x93b1eafeb62f6cd5099ad82068763c1fd21f9d881c4e1a474ab854876ea84441,Based Year 2024,47,28,False
RxXGYOjkq3yGRUj1eBJ+pZhWpYLbIUaseRbZ/24DJuI=,0xe3d0892ac820afd317c8073e3fc8e599f1801019e86b0eedcc0df34c199a9517,Optimistic Builder Dollar,37,13,False
eQryHyl8+x+54WRBerJpzOq5reeeIZ08w3KSLM0rE+g=,0x9abf59d6558d67df2d0ef8dca9dea8c0c6e0b00d97b82f5bd326e53583bc6a2b,Delta Forge,36,5,False
OF1V6dVTQOyDRB5uGdm4yvqv6vkP4TlM22Q/wyrZUZI=,0x8f4ac538c2ad2092565a751354d1f11edf4eb3c1ab435de677d2545249f2b744,Fabrii2K,34,25,False
SRDfj4oLTHahxreEJp1noyGKJkFxyH0hY4OfpRIPkyk=,0x1daa6d4f1449948487526075c2e4d8ef0b921169e8feae37b293d7fedabd614d,defi degen,31,18,False
g+IsZIeCZ30f9s+W8r3CIiGrWUd7LSV1+THYO5jv/xU=,0x81ab52a1de4b65dd0f0831f24ac89d7962e46bf0e6ef0b0f0a95edfb5e44bf51,NoteChain,28,6,False
kKG1R5Y71B+3AAIbF/cYcV+uAsG2i59Q4jn6fTDDIRA=,0x7c3aeb913faec8555e94945a4df1d1b43fc6fbe8881f9b7dc64221aab8f44e6b,R3R,25,4,False
UWhi/vdDd6Z2iApXF4WYpzuixJYsj0fe4tc2eOQkT98=,0xf82e835f4ba5ce558d9c15ed5d9703eac1db3132dae06ab91e19528c8b153474,Metal Forge - Underground Metal Community Platform,14,8,False
21b/3H5SNlkg/45LTGx1ukqqVeLqTW7FxujQAgPVKzU=,0x5f6f36a05c05d9c81416a77153f9b4fcf0abc43550ee70de113f4355c6c7e8ff,AnkitX4,12,10,False
b4qel+DN0+bB/PT3hB1o62phxSthj3M6327/IK2+a5U=,0x57cbd227f8353beaaa153466b2c7025ea9e63cb5f2aed5a1934ccacf1f7ff26f,Boredtopia,10,8,False
NgoVNxiNTOzlsAv1ChtyIaJk2GnReYxexUZDOQJq4aU=,0x935315db8c17993464cfb28337442ad60c6cd434305130a1d5d898e92d6d8123,Trash NFTs,10,8,False
12zkxLUMRU5rtnRi6MToafW1bkyD3yn/ksFVk/OE3+0=,0xee345ddf96e54920ab4b32bf055b6324ca49dcce0063787137557de0a3b20d35,F1337,9,8,False
fUkDvtE6aGHLHs9dfhp8rzhhzh7uintrSaO61/OVooU=,0x2cb7fb23e5d066f65a80a09b2eab34d76bbac06de1af16c31dcf2e54119639c3,Smellcheckmate,8,2,False
l5R8VhuGljmAaJZbVxKmOQ0h8aTto0g65DPnCYacImA=,0xe213e0d7df743186f1126dac21a320206119e723ac8818305674df67b87acfe6,Weedies,7,4,False
tnIsq+BWiIkXbY18UI8L609BBs89EO4o+MJ3+hmFsAA=,0x9e50828e261179c6d1a5c107c7c2c16907b4b529fef416f64af781c5b2ff29d1,Amazing Hunt,7,5,False
esH+JrKOS43QzvU+nLsf1oLvDlwc3aCZecK4W3lCgk0=,0x823db2d9dfe4261db584cf2137ae774c64b354216dc027a67b65abc6f87d97af,erfours,6,2,False
SV9mqaimmhC4FU6sfnNlHwhE/0rkaPPzVXVUssBOqH4=,0xa702326f1533f38eef408372a42d435530ec251343b6eeecbd51d0deffe662a0,Magnify Cash World Mini App,5,5,False
QTxtCGjr3V9vyqRbZwudSrxzcLAOO4wJQ6teGsxTViA=,0xcf2034f6e1d165685fe820d31bfab6b1e74660885c7744429a2c4a20c4f06733,SummitShare,4,1,False
514s67lKQTp5eW88EJW1fw6fMnCv2Gi3f1c+c36aHjk=,0x59fcf753703c0f32c9d601b7f0071304819e832262efc0c0903f932bb586d10b,youbuidl,3,2,False
VfLg5FUUvCRX9k5znTGIGC6VnzSTnWNR+8/bCGthTLg=,0x6ec3da9a1972c6c48d829c695169fa6fba52abc81ddd74577885fef92d5b0fdd,Producer Protocol,2,2,False
ybMggf+EXW4gG+mKlY1hvrqW1VaQAZYT9ZLeRm1hDt4=,0x10b323613ded285e5ce2d127158c2f91579a580c06f0174ddcfa2de205df75f3,Timelock,1,1,False
Pbk+QmBSQjMMVayM2NC4roJq1go7oUlvVl0F1Kp33Xk=,0xed3d54e5394dc3ed01f15a67fa6a70e203df31c928dad79f70e25cb84f6e2cf9,HostIT,1,1,False
whSzne13utJrOkyjbU5X3xEuZbQPNrNOHTiQKzQFJlU=,0xb60780abaff82da08ddb98703d6792d806f03f190f6dcd7d0b8e7346533bd4eb,Web3bridge,1,1,False
jxyZJmCIfOjgmygX+xfrjrczCzVNGl6y/3qNAN+b/YI=,0x0674e95c746371103249c2c987d64515a4ed5c19dc3fd6a7338f7716ab8afeb4,SnakyCat,1,1,False
A719ksIo3buGRqG1DyL5moppo/kyqc10gIVZ/CNU2BI=,0x6287767a34d62134eb1935891fa48f9b5e64811d79e0099bb9e64d7bdde3f993,Verse,1,1,False
