project_id,project_name,display_name,fork_count,star_count,num_packages_in_deps_dev
7tDBbSo+gDf0dB8U5Ks/FwS7Y2oZM+mNs3LsnX6Mlc0=,0x229bbc8163bdee3891cde1c18c74ab3afc72e8683692fc7f1b767570cbe7c4a7,EVM Explorer,6,24,3
Ub6Npm31QD0yNLAXm5TNLrm40ISc8SNW827n9UXpgZs=,0x2b77364f9d227b9b41ed84281857dcf016685e73ba909071a1b93135a4a0b7d9,libethc,7,23,0
rrPYFAev9Bf/usv3MFfmNWtrEbfN66lmhxrqSBD6eJc=,0xcc9301a401320c626839db9c4415f28a6e1f2fb3abdf38ada785b57409bdedb6,DexKit,15,22,0
dZgrplo0v7S5xvmz64ktUM2PyaKac6jxcoMGZB9TXc4=,0x5c0234455c4b86b05ed0c612ac0d7e53cd2249686305af9b2184190b781b8063,Surl,2,21,0
SUaETe9RSmxA6e5SBseHYYZJylEoxPRSMrdjhHoh55I=,0x92f33d0611c514cafbf54780ec7925a6080a37a192683444c30116cb099d95e7,PinSave,5,20,2
NxxzqQgvJFc1MnttV7BGBoIkzajSPtSFAddPoymqwHc=,0x1a26744683129e6e36c790c4d9ed2aba3fa08b02a1a127c5805241b9a442de3a,Dspyt,2,19,0
+K3OrDKvASiVPDw6YwbzwsamF6URxSYCSlUun/KdTDU=,0x363b77a4022f98f4d529b8a771d22f49b1092293980aab154fff63980bd1b2bf,viem-tracer,1,19,1
g/21ekEEllLNr5JyYQRcPl9TMgdIHm0KV/zZfX9TN6g=,0xa38f3efb4fb8f6fcefb80f0262645ac05d5548cad0308ee49520c48c4e8cbd1f,growthepie 🥧📏 Ethereum and Superchain Analytics,11,19,0
B7Gzx+ZyWdQ5tfzIxWc6A9uWVJ0ZPNOb0YnbtcjXS0w=,0xbaccff0188ef78c1bab0c9798b0faceee552de1dee4f763d1801a9c1d5e3bca5,Verifereum,8,18,0
xq7+mszk8eyCmmne3tQc2zJFX1mHCmsy2j7vavZVkzg=,0x26a8d2bf9f36f9632cc4ae2157270087f3c0a0425f4f0847095451a7532293a3,Samba,2,18,0
hWrcDUpWFQybynVtGEZXP8NRQAbakPCaa8xJCQG+XhM=,0x1aacb85f1d87039696b876ddcae98c56d38ea9eed07b265409fdb256c8f8172a,Blockhead,7,17,0
rbnmNl6hycb3Tw0IzeCMtSY9mU1Cc5zsZr9oA62V+Ho=,0x66818708d041152b7f9b45ee48e56ab6507ad493955fd256b62d7c9d8a27724f,Bloctopus,1,17,0
tda0A2fopcG55G9UY6IVaCuc0PGi16ukxdjBI6W9rR0=,0x09c9f27e241cc6119c080457693a8bcfea77e0f9b4d3a2fb70d70f884410d7f1,Pipegate,0,16,2
NVaHlLLvCB4MDnHhpo8SshekHbelFyEatVRt5K7cxvM=,0xd9d413772483111ca8ecfe5054737c6c80a65f03c0d289c632b05e3ec21d5680,Opstack Kit,0,16,2
kwrezKXFN4ol/q/oGtsm+uceEWZhj5jZXWJePfWS/xM=,0xfb3ac4e5f7665c6560e461c1b77ed896d355635947a6e58e217f345af8624dcd,Solidity (Wake),7,16,0
ppjLmnjCHPUltAD4BYhNcADdnkWWXx1Ive+VoqqD+5g=,0x28aec169f525d30fed96625a31fdd75ca906805d0ee4e7b1502945a9e1d29525,AbstractionKit | Account Abstraction Library,3,15,1
IE6vY4600I0xdmwOkf+7hz5LzlT8GE8DoX1Gkgjh51c=,0x81af86360a8e964cc907a5689a62e94231c7e42e05f49c0586716975d72e2e2e,Upnode Deploy,5,14,1
GMKOWO+1Q5OHgnN+2f7jvflLOWwHuQ9qaw/k8idn2Ww=,0xd7a4742a0a40480ce176892bb619295d2cdd357d7ad09411beaff6278014c191,evmstate,2,13,1
pL1yy/uAyJPtrYMiNphJ4uONuZT05AElSZO5NSDLgpE=,0xc88dff5a8bb7326e7d9103bf84e77425e202a8275abffbbbc08954c309acf511,Voltaire | Account Abstraction Bundler,3,13,1
9O4W5ETurOKiF0RvQJCaUtpXg7LWSAitGExf0ReNE0g=,0x6d30328dd0e058bdd4c55c51d5f785268770040a66edbd2830902c4d87efee9c,Clear Wallet,11,13,0
ClHPTIUeK29bIkCt2TqTLvXTnW47Gk1YJdflVn9PJW4=,0xf46bb7a4597826d57ce9ef1579b7a11079dccfd8510770ad64b2e5a801d8ff27,ethers-multicall-provider,3,12,3
Ryz0Cvz5OhVRADKjzj6NvdN/O15yIZeusIffxe3VfCI=,0xc850d11fe786d1168bfeda108721101427dd5425d9d9e6595c35573f7616e940,Daimo Pay,6,12,0
8mPN8mgfsI80y4lQoU7pnF3hgesjTI4NuHtgqQ5snG0=,0xec7002ee89bf249ae4fca1ebe718a66dea7247e33cfc9319f979a3f9fb324b24,Explorer,21,11,0
1e2ixyRhrJp6tDJqAjEgTR+J4KR1XZqqv+99jOtl7+E=,0x4e175118c15129e6cc791203de92b23f11fef35ba4bc3fd18390f163e692c97d,EvmTools,3,11,0
Ys/qp4leIj7KBlj6jDH5/A6kKAP5fna8gSFRrWdXyVU=,0x3ec2d572a608cf939eaf7886402320b3b2229610c13bdb5cb0776bd097331e5a,VSCode Solidity Inspector ,1,11,0
wifrhzp9qrZ4/fFQy5yR6JzSqQQf6svCTadItAZaAsw=,0xa903038c6a307743fdca92164f38d5c392996c2417d66d5bf33012850d0585bf,JiffyScan,18,10,0
iXR35Xnzm4ioS5d0Eka/UAnUN9CHj4iasG/B8CgiWP8=,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,2,10,0
kk3IEFYvO5Cr5t+Sd1k84whQZAgddeXihNudlYZwRb4=,0x4f8902ac6eba8e2243237247302ab778a1e1f496cf62e1696fbb8d57eff7701d,blocksmith.js,1,10,1
bSHT80evcfdvkZeSYLuX4A+aj85jjpcIGN+Q/3ReRZo=,0x166e2bfeae612e99675a055e2d3e3d02e49bdab377109bc528c32b7afe6cc920,solid-grinder,1,10,1
gUFAlmQjlPwJ47EfIYcW8OScZ5iHFZBD/TE4Mhx9WQc=,0x850df51e29f2846a5f085d88e6b6fc13fad51ad7161f8a825ed09d470668161a,Party.app + Party Protocol,3,10,0
KhgJMDdCk38bxrajjp9pJrxfmR+6DpKm3q4KnIprGwY=,0xd4ed99cc6aaf73ca63b32f7a03b5427ac1d2955bf9efc31eb14f5773016988d0,AWS KMS and YubiHSM signer for OP Stack,0,9,0
Ydz+vNscrYyTylhsKma5zg59zYukuX2i9HyvQMiuGWI=,0xb024f6abfa79f7eb7af334f56015509bb70355709991d31bc689c7bea3250f7e,foundry-gas-diff,2,8,0
YK2lvzF7UzCPd3j5zI0nxCi5/4hs50U7VusGwfq9IEE=,0xf9a4e3b240bf6d40ee533e5ed63a8288b1a739ee382b1f23ccc5229b7bc8a498,Summer.fi,5,8,0
L9VSOaOT9yJCY7BJc+BptpjSTF66LYeNOemyJ6tuQLs=,0xe01f00da2ba1f43dd0dd1e2b93bbfc5a84021ded7e6d414e86fa12a8d4eeb347,simple-uniswap-sdk,4,8,0
lVbcUW4u4ZLzHtahbQB9o5NCTKxK+FC6D1Bj3RZWiF8=,0xcd107d2d50462310c2fb94dfb9ccb6dc79c5f06331fca4dae1fd56663baadb2a,Natrix,2,7,1
n5hQyb62Lf2utHO/Dx2b+NPsV7xxwFHBlgDgjI/hKxA=,0x7d3f1d8e9da32b6e81e791a440b28ce9fbd79a5396acc4039d1cdc44c609c6d3,OP STACK DEPLOYER,1,7,0
vta4u6W38N8RHqJkdq2crSlH5LEV6sVLc3njqXa7ABA=,0x7697147650b4b717ce5675982f2102da7c030498628fe37e3f403f875622b7f7,Gelato Relay SDK,3,7,0
HjQOBpXNmQ+YHuVW4sV0c6a0Ld5cPv31h4rPjvVE5Ok=,0xa38c8f4ffa48fe01222fe1b5f2bc6c95e204a4f243d67bd0c9f92887d905d3d8,Academy,2,6,0
wNQvyx94jQ9dTrP4/4Y3k1LJIzWdvLgKGpxVi/ckSfk=,0xfeafe16f8c1a25aebe754f3653340a17943a483a3e389464e44cf14613e210f0,foundry-storage-check,2,6,0
XbRj/1I9gRExomQ5ClJhhNT42+/C/4NFTIukle+d1G4=,0xb65d1a1f56c8bacffb8e8d7bfac237d459927bfb8924d25cc4f68c1996128abf,Usecase Generator,6,6,0
5/EgayLC1x+0UULfn63oD0ktlbEmOeggpYM26FExBSQ=,0x4ede10cd8332093fb0c1083828cc2e333d60f1551cef2d29bccb82bae1f5d7f7,Smart Account Contracts | By Candide ,3,6,0
+ONsq1Xbp0mkKt4F9sl9X1hS/AaxD9MwE3tVjxMwZ9M=,0xf4f7d13f2ac3c9805998d8540950883b872d7c5d7c81d6254dde8655af690b2a,evmc,4,6,1
bZxCg+xwmOE0DGN2PUpSqA2ng072SyKx0wzlGSti5Qk=,0xaa4cf223915387f8e0cd66640f86f4f770d0c1edfc4303ce1d596a735747e673,Farcaster Attestation,2,6,0
tQkDpmQMoYtgWZibL7osnFeleCISw33h3FkPgLEG+/w=,0xf9c5d092fac6ad924253d685cc7ba21d4e519813e673a3a8300f33cb3a6b4e06,NFTScan,5,6,1
Js09gjzwO4g6aeV2Fb+ZNlHypJc4DlUozk3enNLotIc=,0xcbfdcf8f724d73504d1518d5ecd7d7256b12d37e68cd84569b383bfb6e2eeea4,Dmail Network,4,6,0
m3O5xBXiEbaMu2XmINfk6Gdkt0AA80DLfzkdMRzp37U=,0xf00e745fe6d96359adc3dc45d6d811bf1140549ad830d927cda5ca0b694a3063,EIP.Tools,3,6,0
ISJwb3A6NNTyxbFJnVHANLlnawWh8kDARUXf4HZTd3s=,0x4c9626843c4e3f3c96d80b0ec6b1d10b7682fc9b6d67ab61ece5a87648535b1f,ethereum-bloom-filters,4,6,1
jYUG6qe4pgh61id8gGHR9vP6MgSDQBb5kKhLy5YN/FA=,0xf152ccbfb3aa63c2ddcc070dc6d4462368eb25b69c3c3137cc459189af681402,Derive Exchange SDK and Vault Executors,2,5,0
rmmXWna3PUDJezEboQEundP90XlJdYNPkUel94fbAFw=,0x19f3d02eeb40ac653f56652974c8fe977871447f73f0ef1ff9ab48a48a1fe65e,ethereum-abi-types-generator,3,5,6
L6B16S3rzyLs1mNMTAy9zAwDIt9b3Z9tCUc3i2bENmw=,0xb773733e55b7267302f2622ae410a65a89552689387d0b86bce0f0cb833119d0,Callthis,0,5,0
1trB/l9QKhGRlHWNxeKxae3DYXIRAKtuzUHXcvpnpN8=,0x8bfdc42f26bf691d378d2073ae509c46b85c0eed8db8abc6987b6725dd0d056a,Superfluid ,1,5,1
aACSS9iyRvZbEQP67MW1qVYf+mIYh8e1L1PZ8+ct9MM=,0x2df0b4b72977134030cd30fadc6ec5239f9f107205c0638e29c15a02ca7c87d5,Newsletter,5,5,0
w+FeC9LaSioC997OmTLYF04BpdvSHmhmMi1GtrwSGW8=,0x738c0967c0f70a0a78d8794dcf2c40540f60ea9568e163dd5826b85e8e2a9a79,Enso Build,6,4,1
EYBY8WDf4DvsfT9jyp/YOagLBfwkA7zWEBIX7wzyfMM=,0xbd393d380c995845e0b26365d91e9730403baa30b4a80e955be1ab5713bba709,Black Scholes library/compiler - go and rust ,2,4,0
wpBF/kfL6NPevDlEHoK25InqGnRCeXqe0vGSLs61t9Y=,0xaec1c406b2a124ec90aeebdde35c6c0cd9a90f0c7730b0911d2f648c8b99d062,Variance_dart,2,4,0
HqC3UoCbEcH+Nom5I1qNtHo6c9UCZgh5KEwsbxTbshg=,0xcdeb1723ae43478e77b36f2b6dea33f9485963a66ca951408faad33e13452e10,WakeUp Labs | Rollup-as-a-Service for the OP Stack,1,4,1
3H+RA47sc24SWgLZqJKZJ3eTrO18bk1gJrB7tcAKRGw=,0x2ec2ba35b39cfc086d3699918596470864e1ee1631d886215d0477f3f2e09326,Engagement.Vision,1,4,0
x9MZObEzydNAk1HPdRO8azvLIkNL0gAIgOIvKthPIbs=,0x808b31862cec6dccf3894bb0e76ce4ca298e4c2820e2ccbf4816da740463b220,Fractal Visions,2,3,0
I9s4JF4Xq4hWZ9kKevsPsUMtTVgWDJN1qVme/V1Ooe0=,0x93decae913f62c0a86519d0b0798e4a10c46c541bfc14dcff0193d6b026e9532,LlamaPay,3,3,0
Dwv2t7B38P/jxPI0rp7rHP/YJuPLGFhxYCHQvskQ6Ho=,0xa2447abd4724c68eff8635f01a39a46bd00a2380a56513fbcd430653cfd74c98,ZNS,0,3,0
h65vxKjl6PwevpMqqNFeGV+hpXNUb9twVVo0+GusGro=,0xed55afbfd8d94e1c60c9a6db38caff9ecb53543071756328d104504df644eb9e,Web3 Hackers Collective,2,3,0
xlKgH+A65Ow1PsDhxPrDjFrFdOl1PVV7g2KWHEOypfg=,0x23f07ca364a1d414820085fcd2bdef2fcb30c0ba6a3c5d97f63d2092cb888934,📖 Build for Good: The Optimism Way,0,3,0
1umB0u6OkfQvegnnx2lkwvEISHWAtG3PmHCVXVHone8=,0x48220ef1d103189cd918e9290db4c4b99b463ae2817fb5ef0cc54556a7961b6f,keccak256js,1,3,1
SmIuucfM8Yl8olRcJbNr5VtgYDZkTgZblQmVSyhNQ5s=,0x57703c46bfc5c72dc1706d0c1ddcc342aa2b1471ca982b7b9a7e3ec130d31938,📖 Build for Good: The Optimism Way,0,3,0
VX4MzzGJGGUqL8BGIma9fcZ1QzOGTfPjqfzXhHVrEgs=,0x04593b6dd5cd1043f81ccf23b750460f1b3b4dda5cbf3c94140fb6f04e476f7f,httpmock,1,3,1
xymwIrptgpoB/UjKsGUaaGm3uY34Wa61iKxnM9CXz5o=,0x63f8e1e35986862f0bb24a619b72d12459497d2b6b94d93a9f2c232d376c54dc,RainbowKit Theme Generator,1,3,0
t/dgn11ZvHldfKXg2+6wFS7LkRL93an78Mi3B3eZnLw=,0x3a942492f564e13e4a3fc11e9a8b5dcd8bf0213f9dd8571d888f32db84271c5f,evm-rpcs-list,0,3,1
xyqCuzyp2siN+L8QgwpvSjTruF2y+tvB++HwqdWDFXY=,0xa1f96576ad998e804140caccd478bae81b8b1059a107166df87b59fbf42c9e4a,OnChainGM,0,3,0
APxN0aDM3FTM/WDaBH2zFhzV721O0Y2IHkIRm5Xy0Lg=,0x495b81a381005f49592ee02a7ac6861b8da69762b7164180d0a1e4570f2d83bf,DEO AI: Ethereum Developer Assistant,0,2,0
qORdAv/JC4no/SKjJY5GbK3FSmUyOyhSl0oXKsJ6B6g=,0x24ff0fb2933e55b169a80d9bd35a00a7011795387717b27445ccdc0f8660d740,OpenOcean,0,2,0
L3l8R/2ZJ5damj21w9P7nW6V9fIx1GLhvzj0Tj5Znn0=,0x43e690dc6503eef139d7acbe12100fa07fdf6dafc0779988854c94118c78dd5a,🎵 Build for Good: Optimism Hymn,0,2,0
GmgRBIRVtbJJmDZE+yzHPe6q8DnwLrpj5YSHMMNn3jM=,0x492486eda6bcb71b4891dd39a4e150db1f7ab46f64b83f2f5a02aed82497e9ed,forge-stack-tracer,1,2,0
MHzjJesGHgBVF37HKix7hMTuf38gj0w0isjLcVhG5yw=,0x1e2cc195ce13784ef1e382bbd542a6b25d982b83377a8e8ac2ca593d6c310adc,Privacy Builder Pack,5,2,0
FzZmOSJUM5wtIUc2jNAan+umCJidUctGPRkHVUPWFiA=,0xba07fed41ba414e6fe8c76b17a1ea99b2068d5ac97b3064a483e6dd47b8d9dac,🤖 Build for Good: Hub (Website & Bot),0,2,0
dSexksuFbpb8T3C4yr7N2nGH2LM9kwx5kFCQMA7w3Dc=,0x7e5614eb46520c523562a641649be228012355d0264c9130b2c1d9872bf5bad5,ABIExplorer,0,2,0
4t3CyBp0VQB7NDpZslCAl68AHcCuQkw3QZ79zYNyV78=,0x96a03f09bd8f6b4e82de71cb60626c5572e4a00d70f59dccaf512297f6deb93e,Jobs,2,2,0
jY1iwJg8u+jdEDT9J5XzhpkJXJdx3cN5EPWDU+pg6Pc=,0xa492e54cf4d492c5f8a9c16038b4e5d47cd3bac575fbea7979f5cd1f1e575482,Gelato Automate SDK,3,2,0
RASUMhsvYGD/KY/pMy1j0LEk9g53Yi6DmeFbmqXvSz0=,0x3d5ca7d9c33e8b697162e826b1064be3508be6ffac65974439e2593476da8644,Formo,0,2,1
56n+XloAlZFMcSjdGgfGz9dI29yeI5KG7xEkrPaROJw=,0xe9495ac0f2a00d424f4f2dca80fe34c59c78d5cbf9acad0536c4c0ede540e053,Mobile Wallet Protocol in Unity,2,2,0
yHC4i4mkg5sXaXOF4Mih0UyHDYVS7+0+9zuqnDFvClY=,0x8f7edabd00cd8a9bc0065eec465bd3d97ebe3f4632c8d3d52b336a9bc1d8fb3a,SuperSwap,4,2,0
TRig8BLn/HiKYIfpULdbzll7fJzgB/aWPow6cG2mS+s=,0xbea008dac0a4a2d2cc88ed14468f7ce06b1a13d43ead38f31df3ca5f6d70d12e,blob-archiver-rs,1,1,0
o7yBqhAP2YwQutGZw+NBdFouJ046/Ka/+nDmQ1kLi3I=,0x926606219b6876c28d7185401763b7492decd48a7e89a2fd27de9dbf176507ad,etherml,0,1,0
tvWtJUdWqCwSjrU6iZTliqRdM4HoXw3I5gHzcUXm3f8=,0x66cce776ce6eaa99192120fc25b91ecc7b98e03210a08f0d3bfda82f542d3e1a,OP ENS Gateway by Opti.Domains,1,1,0
eQqCoZ6ZUM1ejuDhFMANJnjGAF32f7Pf7cWVAbVCSC4=,0x076a2b1418a515ff8c5bb11beed5630cc6fe7f65fd8d42d4403c4364514f2a30,BAG Guild Dapp,0,1,0
7t5tc5myq9pZPBoT8V9jFiJVpzN2NwDhf6PNsKgrlrA=,0xc7deacbdcba28f7d1126f681f1088783f3118d1912d573e63cd9db76c3a4ee3f,Yecho,0,1,0
fUkDvtE6aGHLHs9dfhp8rzhhzh7uintrSaO61/OVooU=,0x2cb7fb23e5d066f65a80a09b2eab34d76bbac06de1af16c31dcf2e54119639c3,Smellcheckmate,0,1,0
+v65bJR6Db8y6MgBsKOUVxu3+efddiNevqngmAKcBeI=,0x3f32c65a09692da95d3a0a5a988065584b140a58e5462e45e38a382449045468,farmlabs,0,1,0
/2hjsm9xH1NvgIs/dHx5VOVM4ml/C6hfQu97wBgdpfo=,0xd35cc78b456bf11d4acc96d2c227b29fa4115ad9d93ae211a31974a408ed8303,Diffuse Data Feeds,0,1,0
NgoVNxiNTOzlsAv1ChtyIaJk2GnReYxexUZDOQJq4aU=,0x935315db8c17993464cfb28337442ad60c6cd434305130a1d5d898e92d6d8123,Trash NFTs,0,1,0
GLCT+t9/sjJaSoxW9yYnwDRbiLf3abLbHGclN3IXZnI=,0x6f455f9608732bc84e184233ac638310be78375076f4e77a9d3d5eff17907a3a,vscode opstack debugger,0,1,0
VsbnIqH0Z8ErW7VixsMTGcLVf45E645bcxAVcD/KZT0=,0x3061b642db56c507e265f03029735b0413a613bda43456a31e78128baeb18754,Aave,0,1,0
5pKMLWfNkmCqGNkDWMXHeyYR+9Uc3EOVJRd+EG+ULsc=,0x38c38455bb0fd71d2929fcf799279569ab5f5c5d3e1f92f8642ce87aa25accdf,Decent.xyz,0,1,0
TKabb9V96NYlby3PBEyEnJjayZ88FtEg3Bf9OPMiq7w=,0x0c85267cd9d7e694e385467c9984fbc787228db0cf03e57254a5116001eac4ee,Tachyon,0,1,0
6zjHDw5YGpxbiWEmNUu52nXwPL816I80hVVI4kmTwnI=,0x2d38180d3da676251f337260f2a48fe03015629fce52943282f4d99ef8edba12,Test 2,0,0,0
EuhDcgpnkg14DgTCLAjODgWZQQEjR1En9nIllh/131U=,0x6ee546715053790bda72f913925b782461830ccdcc14ad12a2f288641510f448,Dragons On Op Stack 🔴,0,0,0
rOygm3l4aj16QhC3PON0GlZokjUdhQIH+7nYCZlAKNI=,0x492d0bbb85672e7e5f1d439bfd8857ac0aa59a52010143bbaab1a411bf55be0c,TurtleShell,0,0,0
iRL7HC30DiL3CfAxmFhFI1d6/zzZ7U7C0m6jScMGKuY=,0xcb0434aaf86a5dca68f96edefc22bf04a16bbfaa48b0a4a40c844f1afb8d7b1e,BASE BTC EARTH 🌍,0,0,0
ydTSZESziPA9s1Clx8TXPO3QS1jhjfzJf+MdBj4X/2k=,0x11a2255f272c84328438f5081139455d8fd2a302fd35f0f08acdff1f1c0d84e6,Node Guardians,0,0,0
VvNggDaql/smdOS/0t1CinLgcYy7jwICjC1P5gu8zI4=,0x18539618cdbab1c37092e7e0bd8e03c7c4037a55b8a356215bc15c8d6a8c68dd,Purrmissionless Proofs,0,0,0
UWhi/vdDd6Z2iApXF4WYpzuixJYsj0fe4tc2eOQkT98=,0xf82e835f4ba5ce558d9c15ed5d9703eac1db3132dae06ab91e19528c8b153474,Metal Forge - Underground Metal Community Platform,0,0,0
57FvWwsyNX2cCoYXRlrD084qD9kG/nh1tYNWPswNSs0=,0x4d71401a0dbd9b3dd890fbc70baaf872d16db80af149e20f7ef1805fc94f6df6,Router Protocol,1,0,0
VhGGSdMLn+D3Vfp7j/0pkXZaTDU4uMhacHXXESPeQRQ=,0x2f22900fb20dd35ce72ef53c3aed7a3dd3364a83c32ae075799919b40f6018dc,Superchain Faucet,0,0,0
FfXoEN2YNayzuwjlJN2xtQWdP5War/J/3WLgkc8sX6s=,0xd7a8e115b2b3772d7d5656d7798e349dcdedf2463302c78528c9e9686ab4efe3,OmniHub,0,0,0
YMhICPfTJIL3NuTWP+/uQgruO2wLN8vr01MjKrr5dso=,0x1c25ae2899ab6edb1e55c8cda5b736bb861a31da22bb9aa538f3868807eb1c73,Bonadocs ,0,0,2
vWtJQQ+tIY8584QcGvrVIguEyY/XUO/yk7lnhOyL8WA=,0xb8cc15b51b7ae9acd5b771bb7872a9d54a9f19562e5a37df3a7d9b31044099df,Ladders.Vision,0,0,0
owZ14rxpDWPBMxBXsdu3ybsF/7IsdtcyAz5JpAp8sb0=,0xeb6d215732b1ed881e718faa8bf8b4b88a94edf021efa9a3cf3e2cc3c22b0961,Multichaintools,0,0,0
fnWnB7dEZYjjNxP75u4wLajmo3wZ2VFJ53Zv6NBESM4=,0xc9627399b5606969337a4ae917ae932fbaaeb71d56088b8ab546047ef3a7c941,Capypay,0,0,0
s1mj5fqtlEfMpVmLmpSl5clfhz8YrBHhombxLXM3siQ=,0x4734611c02025e9a48eae0b9e0350eb84aa1daff896c520eadc5d1a116c631cd,BuildForGood Games: Playful Onboarding for Optimism,0,0,0
M8tDjaH5PrOfLIhPjNXOkNi/ve0MTTJ7tSDM1zMdiaI=,0x6a13d3e82b5a090fca8ff9ee8ce2637cef515fc24f51760f76f36030b76e0a55,Wild Water Bottle Cap Token,0,0,0
19GmI+YcdI6xARJ1gSGsw9nc3XiU9voC54b/YWXyPWc=,0xb3df6310de99d640f976422dba92de447b56bcec015a78ec07629d22497115a9,Agent Treasury Policy Linter,0,0,0
QdEipZreLcfm7xI5N6Bj6JIUitvThX5JoTjy9gvMHiY=,0xcad7dae6f4bb92689f5ea6a6fc830fc49b8e15cca0623f13316b528a8f8b805e,zbase,0,0,0
JOtf+FCKCryprFTsLQvRbQ2Bg9fsaxZe/Jl7KsKtOAc=,0x5999c3a9311c71fd2e02078c406d417565a3d04efe52570ba294be75a5befac8,opup,1,0,0
AWt4h9zeTVKtlCCptcCdxAqt1P8tHvgZLjpDLlttfmc=,0x740297a85de756f69945e2cfd9d439598cdb06a70e409e91664c701f5c0af34c,TOCD Studio,0,0,0
Ac/HeTDG1PGUVxDpdMG5mixk63+jTSCdE36IQkU8x6A=,0xc06c0e7e2ea6e008901f20f75b9d6ac4ea6a797239d6dca478246d6312f12647,XChain SDK - Multi-Chain Blockchain SDK,0,0,2
ybMggf+EXW4gG+mKlY1hvrqW1VaQAZYT9ZLeRm1hDt4=,0x10b323613ded285e5ce2d127158c2f91579a580c06f0174ddcfa2de205df75f3,Timelock,0,0,0
a0PyEDtZEEjxDRe7zWNpHP+358umEogD6bQI1XfI2eY=,0x7a4bb37bc7997b8e9b34775164682ff1f441b716cd235f2e7cdce76677b66007,zkCodex,0,0,0
cR9ROU1oy+0AaoepiSUv5i2W1EPwDp4BqWi7Z/fo+to=,0x41b61476ed56e21754276efdd23d62fabdcdb6e97a37a5a797d9a6c8e977d1dd,Tribo Vault,0,0,0
HmZx6qjamX0XBczuprKgSvGcdwzFh4zD5CP8lHSYGgs=,0x817133c5038efbbbba5fb2165466c4ec430691eff8e6bd04b6e19cef71a23f30,Crypto Stock Exchange,0,0,0
Do7XmLDYP7t4xDWAldvqGF8KevofT/SUPeKGpg089ag=,0x60565a1ff56360c729ec5e33b27040acd6d495e35e328fec7ec5a493b9c533e2,New Project,0,0,0
d6Us8Nyctz7rF5nxnucystePRDAQgQKjs01pyA1u+wo=,0xf173b116c6383d6d7557d633de525a4535543265d800af3d8b15bc224dbab982,FrameMaker,0,0,0
o1eb7StLDBcJCElyMcSXgy5aiTh3gxsZt8NdhBd5jh4=,0xac3d6e162915e071de4c30452edfde50739d16aad86945cbfb2429df7ebe01f4,Relativistic Blockchain SDK,0,0,0
75y6sdgf8NFyaTCuQnRz67BguD+csvIcCYlCcHOm5ik=,0x71549bba4368463e945a498af93bbde31854f886ba22dfb9c4b93fb2f3629f42,📚 Build for Good: Multilingual Editions,0,0,0
/NlfLHeR3m6Kyz+POQ8ON8TQ+yfQ/PYrzVXtFP7Ph4g=,0x853bb82b68a3cc3a16982f86b2d9c032ecf8675f1e575c27355a0e37a7775295,CheapGM,0,0,0
DERMlsmnAEKOvTAxNC97PgHRrprkpDAiD/ipMGVgy6E=,0xded45f5b4e2be2487ef301591cf49859e95ed6d2b33743a0c0b5e15c25e17694,UTP Java Library,0,0,0
h5xu6Hbm8HnEDF0JwocW5gh0pAt2OKRS0yK8HCkBjsY=,0x6f550434232889366a40b5a6046615cdd444528db6fbe1f8186411f2f6ed676e,Charged Particles - Web3 Packs,0,0,0
astvh27IJsLywzvRvATs9iyfMYNt5s9A+WHTfy7smUU=,0xd6622026215d1489594ab9bb76b1e652eae1fd42d1804f870ec30721bc03f292,Jolt Finance,0,0,0
XLoqByB4S+esO4fmmeEQSAoPyvWrnxh1Iq8fXOZePuo=,0x46d784ec075b98efe6a23e515cad06f1b7081f082cb0c7502c68a7a76c38c9e2,"DistriButler: Multi Token Sender for Optimism, Base & Arbitrum",0,0,0
P5dBjWYIStsZisA5P7Zji5mkfI5IoO+JCXRYywxFLVY=,0x4cba820efd9e11754eb472ca0736756f27d0ece09adb3c9651bac5b29acc9a6d,Blockflow,1,0,0
zCbuxTOy64SbO/+l0E7LtLS2VMhiw+1o0eedXw2s/ao=,0x991062ec81edb818a542e45d7c142cc62bc06e68b582273bd2ae1b037c2d6791,Titan Layer,0,0,0
Awzr/YoCOXcaqxLyCRZ5i8LUFMiJk/cpDxkTmfH0mC0=,0x540a207d40e876569b9fd660caf76ee6f1982695b3d0549f3a79af521465bde9,📅 Build for Good: The 2026 Optimism Calendar,0,0,0
OOoIwlWuTZ1pqa/3OE841bg9Az3xav6nWw7806ng9iQ=,0x1480383a90f1ab95cfedee6ea130dca700e5236eceb7dcf3f08a0e96b43c90aa,MonstersOnBase,0,0,0
AsxMKwemcJWec/D3bdacdVunMOxC7EBmUqqb5Buj0/s=,0xab28184ffcd1429ce9bbcffdba320787e9d2ab1e2f365352af3b5a9ef64f4600,Hydrex,0,0,0
RFzv+HYMe8O4KTTeMyfR8Xb/ZlwQ4JlPZNqTemBJjyo=,0x2cf7c4cc06b7da1ea7c7c647f9a532cef3d75cc4df6a69a3a9204d4b4f99df9d,Save/nx,0,0,0
