project_id,display_name,project_name,chain,metric_name,sample_date,measurement_period,amount
FfXoEN2YNayzuwjlJN2xtQWdP5War/J/3WLgkc8sX6s=,OmniHub,0xd7a8e115b2b3772d7d5656d7798e349dcdedf2463302c78528c9e9686ab4efe3,WORLDCHAIN,farcaster_users,2025-07-01,Jul 2025,10.0
QBrlp+E91cT36hpVMSrvg23jt2IPC+AkUnMHFdHU8SQ=,Orbiter,0x9d4b7018b3a7c6010c5035ef99c485f960e6705ac0e99b4d832b2e748490f089,WORLDCHAIN,farcaster_users,2025-07-01,Jul 2025,10.0
rma7MMHG/lTDVRVzmvzpjLEe1IgskM2w9Ne7AQvE1q4=,Pheasant Network,0x2d5167181143298e3d002d318d8b1d2917b8c3205a5634549c95cab0ff32cbdf,WORLDCHAIN,farcaster_users,2025-07-01,Jul 2025,1.0
3cnYNoBZv0ucUE+RNpKN2uJGTBuEG9y+t9YZG8Afymg=,OnChainTx,0xc7eb130ff81dfed0373153c443bf0eb09913de52da94455994a14d504c5b9927,WORLDCHAIN,farcaster_users,2025-07-01,Jul 2025,2.0
cTfk+RW4AUsig6i213MsTu+SdMtKCv63qOLCX1M091g=,ORO,0x40ee6048c99aefd288f6133db207849d0951fe6b62afa1cca0db5a4ad7f558de,WORLDCHAIN,farcaster_users,2025-07-01,Jul 2025,125.0
rV6VRIUtgdaeu5+g1y7vloRmK9sbBEl3rFCs1r7OR7A=,Oku Trade,0xb926ab918147d2264dba94a429eb07986aa533fd6062a78736d3eda4e0b4a69b,WORLDCHAIN,farcaster_users,2025-07-01,Jul 2025,57.0
bDxpkfd5t/ov2xAQJgRxa1+8NHWM85j0W90gc6Nls1c=,Morpho ,0xda8c593717693ef30f5c62fc2689709784324cfb9b5fe92c9db3a47f596791e5,WORLDCHAIN,farcaster_users,2025-07-01,Jul 2025,798.0
Ryz0Cvz5OhVRADKjzj6NvdN/O15yIZeusIffxe3VfCI=,Daimo Pay,0xc850d11fe786d1168bfeda108721101427dd5425d9d9e6595c35573f7616e940,WORLDCHAIN,farcaster_users,2025-07-01,Jul 2025,4.0
P3dU/62sTr3knh18S5WwzzLcKv9x57/A/r/Byn2LtPU=,DNA Token,0xdafc4d2a060c7d08913ceb05b19c4fe7fb6d93a7f5f1142642be939be16bf6e9,WORLDCHAIN,farcaster_users,2025-07-01,Jul 2025,16.0
xyqCuzyp2siN+L8QgwpvSjTruF2y+tvB++HwqdWDFXY=,OnChainGM,0xa1f96576ad998e804140caccd478bae81b8b1059a107166df87b59fbf42c9e4a,WORLDCHAIN,farcaster_users,2025-07-01,Jul 2025,886.0
