project_id,project_name,display_name,total_transaction_count,total_gas_fees
ZtwRwweUfJxkM3rtVoIfvvOaqHRc7CGlSCAKE8VgmN0=,aerodrome-finance,Aerodrome Finance,1112985344,1658.480053957643
bHGrs5wFQsPVTRZ9AALMgCizZwlL1BrL6iFLaIo9F2k=,velodrome,Velodrome,398927366,229.31408580661662
pWEQHj4IsxU8lx2EDLJpphYaGAvw/yRps3vgTbVCXjQ=,uniswap,Uniswap,361547832,3901.993729915371
NMwxMeqwLAUieJgJHRyjvE6q/xw/KfE7em6oi9U1aRc=,xen-crypto-faircrypto,Xen Crypto,218905464,11009.503287615125
AAhkBpzlnA5y0kvoCAEDtJoqf+ItxsbGkwYOa0RRmX0=,circlefin,"Circle Internet Financial, LLC.",193241647,89.1723188997075
cfmwZDvctHcadAj22c5ryMVMY+DoYwU6xVsCPRwFuec=,gfx-labs,gfx labs,184597174,2499.3842391849516
hXft30qN2XyV9hhEMZQh4S7OA+jytIsPLB9IP6Taw78=,virtual-protocol,Virtuals Protocol,117436147,294.2025393337707
cYKtZm5LcO+lBzh/EHUjfUxeT0RV+1rhpsH/ZXkfwms=,pancakeswap,PancakeSwap,111634439,48.48881766112401
aG3erUXqtf8sbb3J1GRFCcMXemeiHypkDkhnDoRc4Gs=,alchemyplatform,Alchemy,101076473,0.18699558082443335
jhTJFpXpZUW/tw3mSJcZqgAZPsspzU6QyDYEb+bxe+0=,kyo-finance,Kyo Finance,100612032,117.05831354689417
ZzH9XQNZ7nWOlugpkz8GaQQEmQzx1rKxaPrvhJ+l87Y=,ionicprotocol,Ionic Protocol,84385597,51.18866440448748
iwWa+M1zV0b5P/oF7SOTjZCXO312To8Vn/msNumIXUo=,stackup,Stackup,78214072,1240.895776815201
sPO1pl4Y+FnbbMxaMnMwDEGVxZFJzf6bGUNniLdJcaU=,zora,Zora,65456675,209.92238811263704
o+HSkDisJ4Me0rmZT0iLKjKyUD8JxouPc31pw3ti4P8=,layer-zero,LayerZero,63394507,26.78361554821481
8ranj8ZjbHqnVkAyhSNS9HAKO0VN/Tb34jZdBROI788=,mint-blockchain,Mint Blockchain,61593452,22.13273642094482
E9H3Htqh4/dCGgu9GUI+ksk7cayGewmtONFiBQWlveo=,dexalot,Dexalot,60197523,25.80976221670775
sGdBdgiGXTwGTHxxZkgiHM1uUXxR80Rqqr/ydqUHqdY=,synfutures,SynFutures,57945629,126.51038319974579
d3peEk5lBmuaMIpngrwaHzvw5AjlX80QqJk9TlrypaQ=,0xdeployer-ham,Ham,53053797,0.5090051917777002
1tglFLCPO1i0woe4TW7pBm1iMqrhlWJ1cv2L/5b0VUk=,eth-infinitism-account-abstraction,Infinitism (ERC-4337) - Account Abstraction,48128303,1480.9713765753736
yBTsqg28U+BoAz6n48dJzWbCDuQGBnsZ1srW1qhIJ10=,sake-finance,Sake,34408754,30.07033074567757
gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,safe-global,Safe,32984108,24.887871736324374
hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,aave,Aave,32879702,13.960921942543765
+Yqnb1vNtZ7qeamha1KsaDhLsAIFFNR4ZVgM4svDOZ4=,reservoirprotocol,Reservoir Protocol,32261918,135.26987786577638
FJFS0O1nIlton/72iXyaUccelo87s4hrKJQ6xfmQOkE=,vfat-io,vfat.io,25554593,99.73562619747891
Jpscljo0tkzVDYKwVNnTSuR+AFUyy4EHg4AWd+Mdnd4=,hyperlane-xyz,Hyperlane,25006799,42.18220576994531
5TUMW7BunipNIyPtlxBlNbrCHFMH4sRoMuly6BLtj44=,sonex,Sonex,23334704,93.79438344496391
6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,lifinance,LI.FI,22488438,49.16639244431232
v9C8yfcPG3QTWruewgVAij9YK5/W6p+8H4kaTIllhjE=,sushi,Sushi,21289170,89.92498737854176
8F71TphcQ+H6xUIi4Wgy77x8FmEKiV2lkhO7bpWlxU0=,avantis-labs,Avantis,21250258,69.62475255846837
hHje/yl10ng5XbAXgyeDEq3hxmOkjscMbS5XNqeAg7Q=,worldcoin,Worldcoin,19920652,302.9019306555511
hMNrmX7nfpMimNe0zQmqdkZVy4PrhU3MIliN9gVR9y0=,baseswapfi,BaseSwap,19457917,15.000274320197603
7CbZT+Alw8Biv6iCgptzNOvAwOUFg3FBfHQ/Msuw4no=,pyth-network,Pyth Network,19396037,2.7879779754642904
h650Z9M0g9b9eEREc+Hoo5gLiHYGHPV8HTnHz6HeDJE=,layer3xyz,Layer3,19058611,43.81367766348795
jcUDyxHNXWzjYk5a/zXuShEfIvBto8zfQ0k8Q8BMpao=,moxie,Moxie,16923010,11.498912923281175
RtKY/jR/ZQZcFZ3+6BIol7NCIenNffgO59/55hceklc=,opensea,OpenSea,16574828,4.919235995760005
p3mu9598KidLIbo8g8ZW2jgJjlv1JxF5pAooOzmYIiw=,balancer,Balancer,15803826,1.4599733224887828
8b2HLnQ2tYAjtu/DfLbp665a/JtmiU/ZBBxW0+ZStiA=,morpho-org,morpho-org,14590964,15.822156944474454
1W3Lrl4fW0q/uQzqEvLBU+/jsKT3YQfP9OA89ZY0gXo=,tarot-finance,Tarot Finance,14552317,57.990776011120104
PjPqPTput/vvThUxx6bMhInMKHuCV3t1s+K4YiHjIRg=,across,Across,13565696,93.29717057446483
Gt+ncr+qgCNGFMLqTHhFgGb2VEptwvo3jsiTvtd8fnE=,inkonchain,InkOnchain,13193711,4.601429583079238
LCI8TFIFGUudioEaZRR/WH6nLRppA/hazF5JKlZUil8=,superfluid,Superfluid,12670722,1.1454223402834598
6cfML/aR2XzMajfyvArr6fYfmX3qELY6+KGqVuv1hm4=,maverickprotocol,Maverick,12660894,19.054793740160427
0wTetcgdAs7+boj3ROTnd7BiHXTxK1oGU3haIFFyc4s=,odos-xyz,Odos,12429484,93.73206290824014
Y9rXNLJ/h4thc8N6RaRQEp6qaOyGsTOF8UV+xttzzK4=,1-inch,1Inch,11968660,135.70308916578892
pWnMGf75+pk5YzWoVjLUv1RJ2gcT2KtshKUeiWIiTTY=,tokensoft,TokenSoft,11669619,32.98018271493823
f0ViLPH52qYlD4KiwHpElzx60i+1cXavyYjlA6MEDh0=,pinto-org,Pinto Protocol,10791668,13.640088369255881
x2GWlHFUqBVbPwA6j96psk9R1KI+p+L4AQsSuTzS7EE=,kim-protocol,Kim Exchange,10659692,1.2815791177329334
L1FGc2AIMWcbDulPkpgzndWnljElZEAxxr+jPOdn0WQ=,synthetix,Synthetix,9734360,759.9803769999933
k51QTl16C/ZunIrGFIMHwuqxXmJO0qugcFKfmR0AGh0=,moonwell-fi,Moonwell,9391692,7.129033094825508
SrAW7CxbX2q6KzPf1xXwJsc5IQZqIkDDOkAx3/nTS0M=,third-web,thirdweb,8992723,1810.1380424864499
1XmrMwdqgUb8jliAn9nIScPx7fAicOqIFPW42ioD1x0=,socket,Socket,8914605,7.730345665856783
fba6SXRqy1wsgDBB/zHIZcQpBon7em6n2ntaHq5J29c=,brahma,Brahma,8780265,0.45216493478698055
qRMDRovBgcYS7aEaZWErA7bhJsU0YOjbEZkp3GNi5ss=,gainsnetwork,Gains Network,8439127,37.79540109248069
