project_id,display_name,project_name,chain,metric_name,sample_date,measurement_period,amount
SgTS8ybIFtizsoEw2XKN4UpPHvqcFbYH21lKLEVik3M=,On-Chain Check-in,0x2de0aff968ce9b118d16044d2b59cac6e43878ed658ba8e5a6c15838dc1892d0,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,1.461664537668e-06
a0PyEDtZEEjxDRe7zWNpHP+358umEogD6bQI1XfI2eY=,zkCodex,0x7a4bb37bc7997b8e9b34775164682ff1f441b716cd235f2e7cdce76677b66007,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,2.7054144e-10
cvWrXXY+pXjcSb88iLMoVR+Po8pw9WkB4U9STSkj4s4=,Superchain Safe,0x31704fee34d3edec158b5df714b613642bfbbb58ad7466204ded66a3f811b979,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,3.708232830394132e-05
mEvrDRjUXToNsXd9iYHuzB+iQr1YbbvKBy2OBObD31E=,Brahma,0xc66e357ad67e63954cd1eb79da4d507d8800518f06c82e423e93e8771e7b8d13,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,4.40087045419825e-08
mhxWxydhNFmIpTtHIvHRZ6Zg6ZrSC2uQhAgTJnu6CB0=,Neptune Finance,0x469f813ce1b0c64293d1f884363808f076d27abc8c6060bd3abe46bedd0d7982,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,8.40098600570831e-05
Rrdcu7ny/AFlN1jLZPDFfPQQS9u3ekvswVXzNO5GO9E=,Orki Finance,0x578d022acd70130def85327e2926a2ed4545e08617ced951ef54a872f5a2a5f5,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,0.00040085712821466443
owZ14rxpDWPBMxBXsdu3ybsF/7IsdtcyAz5JpAp8sb0=,Multichaintools,0xeb6d215732b1ed881e718faa8bf8b4b88a94edf021efa9a3cf3e2cc3c22b0961,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,6.6952279466e-07
sw8ehEEk8y0FK2GSDVnFLz7M9erX6RSQdSAgGDmiwEs=,LI.FI,0x517eaa9c56951de89261f2d7830ea49aae92f2a903104a17d9c5c2edd4959806,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,3.6999962780182736e-05
xOZNIZHXWrA+JWBmcsHybyHDy0WZy/gOyw1VaqAupG0=,Kelp,0xff1edf67227651293a9cff4dce3577c6ca52bf8c7c6f5f133f07b05255379b27,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,5.961448618339552e-07
qORdAv/JC4no/SKjJY5GbK3FSmUyOyhSl0oXKsJ6B6g=,OpenOcean,0x24ff0fb2933e55b169a80d9bd35a00a7011795387717b27445ccdc0f8660d740,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,0.0001263499014297257
xyqCuzyp2siN+L8QgwpvSjTruF2y+tvB++HwqdWDFXY=,OnChainGM,0xa1f96576ad998e804140caccd478bae81b8b1059a107166df87b59fbf42c9e4a,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,1.1457148788199998e-06
0IoaqfH0mkl61jIvWC/JWobbYPP2gn9rTTSuF2/Ydew=,Layerswap,0xafca3591b83586f14e21b397135b95af668f5ebb54cb45053af44a73df7d7640,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,8.986492999e-08
sMEYAIHyC7RMbAjCcImJti3PrNJCoQPycDnIfVBvxiI=,RubyScore,0x482720e73e91229b5f7d5e2d80a54eb8a722309c26dba03355359788b18f4373,SWELL,layer2_gas_fees_amortized,2025-12-01,Dec 2025,1.42370190708e-07
MSfDkUunLKtfuMRdZuSxuemESQuIWKFCh1O6ySIEUs8=,Account Abstraction - ERC-4337,0xb98778ca9ff41446e2bc304f7b5d27f0fa7c2bcd11df19e22d1352c06698a1f6,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,0.00064539272422183
sMEYAIHyC7RMbAjCcImJti3PrNJCoQPycDnIfVBvxiI=,RubyScore,0x482720e73e91229b5f7d5e2d80a54eb8a722309c26dba03355359788b18f4373,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,7.8631749525936e-05
r2C1aB+nT7eXh/qxfw9QhIG1dEwtGvrWffyk6XE9Vs0=,Unimon,0x63d14cd07db0f56a91cb2f8972a29a225d24ea739034597f7c3e22f53817f7a8,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,5.6860782015e-08
sw8ehEEk8y0FK2GSDVnFLz7M9erX6RSQdSAgGDmiwEs=,LI.FI,0x517eaa9c56951de89261f2d7830ea49aae92f2a903104a17d9c5c2edd4959806,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,0.001619054013134218
zH1ucVHRCcZikjmy8PJZSDe+10pB0NeRG2Bvo6DQA6c=,InfinityName,0x4dc32aaf6b60deda7ef0f98ea1b35dbb938741f16375a25fe0ce75c872f5d0ab,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,4.8409406625134e-05
AekDZYWAuMyLyKBtFnLtPSIyTjy0nlm85dMqtc6vvz8=,UniDerpFun,0x6318678f29da36a652cda174bf1cf5ed9bba753381c7b3b613b981803ba3d550,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,1.422419772761e-06
vCa+wBp0799NJ8j9L6UgKxKmqiLT95Zk/aQX/hXty7c=,Mint Club,0x0ee3defac0e2a31b995bc073ac02a2140aaf01679e141eb8d1d80409f75f90ea,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,0.000355559199066276
D/phNjIkMkuESYi0XbICo299wHOagQbo2WSAyODxDp0=,Stargate Finance,0x62e37e96aa6e1cbfb6bd24b97c4b8f1e12cc3fe35d5388d2f041c42a12b40745,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,0.00057604742486128
wzDzFJbIeW6/ftFmRW5sh2H9aIcywVmvH4DARjpRnio=,Bunni.xyz,0xcc230da6ee8cbcc2d4039a526fbc8aa910d63201e350be2fae0cab9864194974,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,5.098347219e-07
6VnbKDZQuBfiyb/2iPBBiDBeoB1UirMG0HrJ4nxcWyU=,Catex,0x5c7ac8becc35168a91b594f18284f7ea661ab2bf727d6bfac80fb6f04c4792ec,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,0.000583130459049917
r7RpOtAVJLnGaTWld5eBbwrgQ3TfNhAbOSXSNn+tZ9s=,MintAura,0xa47bb509e844a9261ae3ea59fcca1de1b642c7a7482818f1009ce28ff3a9e0bb,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,1.419333786496e-06
FK6nfRqNsp2d9ByBSWnn4zAUFKPTESS9zLk2kD2A6JE=,UniClear,0xd309e3c511cec41b5d8ba03b43c61a5c9f9442577efb49e542df35f5947f6d94,UNICHAIN,layer2_gas_fees,2025-12-01,Dec 2025,3.40336895539e-07
